;province;year;gap_ln_gpd;gap_unemp;gdp;unemp;ln_gdp;trend_unemp;trend_ln_gpd;c_unemp;g_gdp
203;CENTRAL KALIMANTAN;1990;-0.026207924;0.10354698;14.509.248;16.429.669;95.825.415;15.394.199;96.087.494;0.48619288;33.254.936
204;CENTRAL KALIMANTAN;1991;-0.017183304;-0.939942;15.150.159;0.87991834;96.257.668;18.198.603;96.429.501;-0.76304859;43.224.812
205;CENTRAL KALIMANTAN;1992;0.0038480759;-0.82430661;15.993.534;1.309.739;96.799.402;21.340.456;96.760.921;0.42982063;5.417.345
206;CENTRAL KALIMANTAN;1993;-0.0080184937;-12.458.723;16.308.053;12.350.497;96.994.143;2.480.922;97.074.327;-0.074689269;19.474.493
207;CENTRAL KALIMANTAN;1994;0.0092449188;15.516.882;17.077.391;44.028.807;97.455.111;28.511.925;97.362.661;31.678.309;46.096.396
208;CENTRAL KALIMANTAN;1995;0.046548843;0.47927904;18185.1;37.023.804;98.083.582;32.231.014;97.618.093;-0.70050001;62.847.128
209;CENTRAL KALIMANTAN;1996;0.10166359;-0.58852983;19634.27;30.018.804;98.850.317;35.904.102;97.833.681;-0.70050001;76.673.999
210;CENTRAL KALIMANTAN;1997;0.11651611;0.024573326;20.276.797;39.762.459;99.172.325;39.516.726;98.007.164;0.97436529;32.200.675
211;CENTRAL KALIMANTAN;1998;0.0024986267;0.18648911;18.345.539;44.860.463;98.171.415;42.995.572;98.146.429;0.50980067;-1.000.908
212;CENTRAL KALIMANTAN;1999;-0.039590836;-0.96113181;17.809.957;36.658.471;97.875.128;46.269.789;98.271.036;-0.82019937;-29.628.747
213;CENTRAL KALIMANTAN;2000;-0.04915905;-12.238.038;17.870.732;37.049.129;97.909.193;49.287.167;98.400.784;0.039065827;0.34066838
214;CENTRAL KALIMANTAN;2001;-0.054098129;0.95451498;18.052.721;6.144.454;98.010.521;5.189.939;98.551.502;24.395.409;10.132.072
215;CENTRAL KALIMANTAN;2002;-0.039301872;0.99638319;18.659.498;63.799.586;98.341.103;53.835.754;98.734.121;0.23550485;33.058.929
216;CENTRAL KALIMANTAN;2003;-0.031617165;20.956.287;19221.75;75.877.295;98.637.981;54.921.007;98.954.153;12.077.707;29.687.071
217;CENTRAL KALIMANTAN;2004;-0.021367073;0.080667019;19.929.393;55.886.221;9.899.951;55.079.551;99.213.181;-19.991.072;36.153.269
218;CENTRAL KALIMANTAN;2005;-0.011321068;-0.5330224;20.736.314;49.115.105;9.939.642;54.445.329;9.950.963;-0.6771118;39.690.771
219;CENTRAL KALIMANTAN;2006;-0.0049161911;13.675.494;21570.08;66.835.852;99.790.621;53.160.357;99.839.783;17.720.749;39.420.722
220;CENTRAL KALIMANTAN;2007;0.0010509491;-0.021933079;22.492.338;51.094.031;1.002.093;51.313.362;10.019.879;-15.741.824;41.867.509
221;CENTRAL KALIMANTAN;2008;0.0059394836;-0.32342052;23.483.926;45.895.605;10.064.072;4.912.981;10.058.132;-0.51984262;43.141.518
222;CENTRAL KALIMANTAN;2009;0.0035943985;-0.058999062;24.387.061;4.624.299;10.101.808;46.832.981;10.098.213;0.034738585;3.773.653
223;CENTRAL KALIMANTAN;2010;0.0089492798;-0.32229519;25555.49;41.390.862;10.148.607;44.613.814;10.139.658;-0.48521262;46.799.474
224;CENTRAL KALIMANTAN;2011;0.0062084198;-0.72501826;26.588.896;35.407.155;10.188.249;42.657.337;1.018.204;-0.59837097;39.641.504
225;CENTRAL KALIMANTAN;2012;0.0059356689;-0.9744966;27749.01;31.371.405;10.230.955;41.116.371;10.225.019;-0.40357488;42.706.437
226;CENTRAL KALIMANTAN;2013;0.010392189;-10.026.355;29.106.398;30.044.856;10.278.713;40.071.211;10.268.321;-0.13265495;47.757.907
227;CENTRAL KALIMANTAN;2014;0.0044240952;-0.70852208;30.216.727;32.419.493;10.316.151;39.504.714;10.311.727;0.23746385;37.437.558
228;CENTRAL KALIMANTAN;2015;0.0063962936;0.61085987;31.619.184;45.408.072;10.361.519;39.299.474;10.355.123;12.988.578;45.368.414
229;CENTRAL KALIMANTAN;2016;0.0028839111;0.89327717;32.903.203;48.200.002;10.401.325;3.926.723;10.398.441;0.27919286;39.806.051
230;CENTRAL KALIMANTAN;2017;0.0035057068;0.29869986;34.378.379;42.267.809;10.445.183;3.928.081;10.441.677;-0.59321922;43.857.818
231;CENTRAL KALIMANTAN;2018;-0.0058917999;0.079763412;35559.52;40.100.002;10.478.963;39.302.368;10.484.855;-0.21678078;33.780.029
232;CENTRAL SULAWESI;1986;-0.011166573;0.014056444;70.982.549;14.856.384;88.676.043;14.715.819;88.787.708;;
233;CENTRAL SULAWESI;1987;-0.021346092;0.58234549;73.934.878;23.171.918;89.083.548;17.348.464;89.297.009;0.83155334;40.750.642
234;CENTRAL SULAWESI;1988;-0.020668983;-0.19461834;77.841.904;18.036.331;89.598.503;19.982.514;89.805.193;-0.51355869;51.495.266
235;CENTRAL SULAWESI;1989;-0.015317917;0.042259216;82.303.428;23.100.202;9.015.583;2.267.761;9.030.901;0.50638723;55.732.865
236;CENTRAL SULAWESI;1990;-0.0088005066;-0.2333622;87.037.842;23.140.309;90.715.132;25.473.931;90.803.137;0.0040105237;55.930.176
237;CENTRAL SULAWESI;1991;0.00044059753;0.20451379;92.143.125;30.461.018;91.285.133;2.841.588;91.280.727;0.73207104;57.000.132
238;CENTRAL SULAWESI;1992;0.0096750259;-0.81799507;9.731.085;23.344.574;91.830.807;31.524.525;91.734.056;-0.71164453;54.567.356
239;CENTRAL SULAWESI;1993;0.025389671;-10.233.154;10.310.651;24.608.233;92.409.325;34.841.387;92.155.428;0.12636594;57.852.135
240;CENTRAL SULAWESI;1994;0.034768105;0.99649119;10.813.827;48.291.097;92.885.809;38.326.185;92.538.128;23.682.864;47.648.063
241;CENTRAL SULAWESI;1995;0.058491707;0.64931393;11.456.244;48.329.444;93.462.906;41.836.305;92.877.989;0.0038348755;57.709.365
242;CENTRAL SULAWESI;1996;0.078937531;0.30390072;12.044.536;48.367.796;93.963.661;45.328.789;93.174.286;0.0038348755;5.007.617
243;CENTRAL SULAWESI;1997;0.074344635;-11.166.444;12302.57;37.659.159;94.175.634;48.825.603;93.432.188;-10.708.636;21.197.135
244;CENTRAL SULAWESI;1998;-0.013863564;-0.23980093;11.528.855;49.981.098;93.526.087;52.379.107;93.664.722;12.321.941;-64.955.211
245;CENTRAL SULAWESI;1999;-0.033429146;-11.980.066;11.565.795;43.949.928;93.558.073;55.929.995;93.892.365;-0.60311729;0.31989655
246;CENTRAL SULAWESI;2000;-0.047745705;-0.84561157;11.680.475;50.938.864;9.365.674;59.394.979;94.134.197;0.69889385;0.98666012
247;CENTRAL SULAWESI;2001;-0.043830872;19.900.694;12.049.365;82.471.676;93.967.676;62.570.982;94.405.985;31.532.815;31.093.373
248;CENTRAL SULAWESI;2002;-0.038728714;15.445.957;12.495.697;80.616.302;94.331.398;65.170.345;94.718.685;-0.18553776;36.372.411
249;CENTRAL SULAWESI;2003;-0.032417297;-20.729.957;13.036.017;46.374.474;94.754.715;6.710.443;95.078.888;-34.241.827;42.331.686
250;CENTRAL SULAWESI;2004;-0.022051811;-0.98913145;13.723.683;5.854.775;95.268.784;68.439.064;95.489.302;12.173.272;51.406.946
251;CENTRAL SULAWESI;2005;-0.012431145;0.80551767;14.508.792;77.087.932;958.251;69.032.755;95.949.411;18.540.183;55.631.781
252;CENTRAL SULAWESI;2006;-0.0048427582;34.440.045;15.379.725;10.308.517;96.408.052;6.864.512;9.645.648;25.997.229;58.295.269
253;CENTRAL SULAWESI;2007;0.00027656555;16.742.797;16.332.781;8.385.911;97.009.296;67.116.313;97.006.531;-19.226.047;60.124.173
254;CENTRAL SULAWESI;2008;-0.00011253357;-1.009.233;17.316.207;5.453.856;97.593.985;6.463.089;9.759.511;-29.320.555;58.468.623
255;CENTRAL SULAWESI;2009;-0.0043010712;-0.72449303;18.351.703;54.295.907;98.174.772;61.540.837;98.217.783;-0.024265155;58.079.495
256;CENTRAL SULAWESI;2010;-0.0016775131;-12.025.843;19.640.188;46.071.382;98.853.331;58.097.224;98.870.106;-0.82245266;67.855.482
257;CENTRAL SULAWESI;2011;0.002576828;13.290.763;21.105.699;67.769.423;99.572.983;5.447.866;99.547.215;21.698.043;71.965.313
258;CENTRAL SULAWESI;2012;0.0067930222;-11.224.806;22.724.471;39.518.697;10.031.198;50.743.504;10.024.405;-28.250.725;73.899.221
259;CENTRAL SULAWESI;2013;0.010476112;-0.51680231;24.490.977;41.914.992;1.010.606;47.083.015;10.095.584;0.23962936;74.862.361
260;CENTRAL SULAWESI;2014;-0.028646469;-0.67905307;25316.27;36.785.676;10.139.202;43.576.207;10.167.849;-0.51293159;33.142.545
261;CENTRAL SULAWESI;2015;0.026496887;0.079535007;28.778.641;41.045.775;10.267.388;40.250.425;10.240.891;0.42601004;12.818.617
262;CENTRAL SULAWESI;2016;0.032903671;-0.41650867;31164.25;3.29;10.347.027;37.065.086;10.314.123;-0.81457764;79.638.157
263;CENTRAL SULAWESI;2017;0.013599396;0.40704131;32.886.359;38.057.992;10.400.813;33.987.579;10.387.214;0.51579916;53.786.378
264;CENTRAL SULAWESI;2018;-0.013791084;0.33563638;34419.41;34.300.001;10.446.376;30.943.637;10.460.167;-0.37579918;45.562.668
265;EAST JAVA;1986;-0.0096597672;0.12831688;10.430.532;18.461.882;92.524.929;17.178.713;92.621.527;;
266;EAST JAVA;1987;-0.028347015;0.38796282;10.820.662;22.312.629;92.892.132;18.433.001;93.175.602;0.38507479;36.720.212
267;EAST JAVA;1988;-0.03041172;0.28241551;11412.43;22.524.276;93.424.587;19.700.121;93.728.704;0.021164548;53.245.544
268;EAST JAVA;1989;-0.024325371;0.16266823;12.129.302;22.658.384;94.033.794;21.031.702;94.277.048;0.01341085;60.921.087
269;EAST JAVA;1990;-0.013245583;-0.082036495;12.940.709;21.687.245;9.468.133;2.250.761;94.813.786;-0.097113833;64.753.971
270;EAST JAVA;1991;-0.0052070618;-0.26878214;13.735.745;21.536.164;95.277.567;24.223.986;95.329.638;-0.015107955;59.623.442
271;EAST JAVA;1992;0.0059804916;-0.33713198;14.579.635;22.897.437;95.873.814;26.268.756;95.814.009;0.13612704;59.624.133
272;EAST JAVA;1993;0.020588875;-0.41101336;15.462.383;2.459.285;96.461.658;28.702.984;9.625.577;0.16954157;58.784.451
273;EAST JAVA;1994;0.043837547;0.10622096;16.453.268;32.616.212;97.082.796;31.554.003;96.644.421;0.80233604;62.113.996
274;EAST JAVA;1995;0.083657265;-0.11406898;17.690.885;33.667.367;97.808.046;34.808.056;96.971.474;0.10511561;72.525.382
275;EAST JAVA;1996;0.12864208;-0.37434816;18.994.963;34.718.523;98.519.287;38.462.005;97.232.866;0.10511561;71.124.363
276;EAST JAVA;1997;0.14314556;-0.93761778;19.661.828;33.125.129;98.864.346;42.501.307;9.743.289;-0.15933938;345.052
277;EAST JAVA;1998;-0.054487228;-0.58444309;16389.23;41.029.549;970.438;4.687.398;97.588.673;0.79044187;-18.205.462
278;EAST JAVA;1999;-0.069324493;-0.19832182;16.380.492;49.451.065;9.703.846;51.434.283;97.731.705;0.84215146;-0.053335022
279;EAST JAVA;2000;-0.068957329;-12.036.648;16644.6;43.941.383;9.719.841;55.978.031;97.887.983;-0.55096805;15.994.655
280;EAST JAVA;2001;-0.05924511;0.48556042;17.127.066;65.136.805;9.748.415;602.812;98.076.601;21.195.421;28.574.247
281;EAST JAVA;2002;-0.053560257;0.027245998;17631;64.271.879;97.774.143;63.999.419;98.309.746;-0.086492687;28.998.711
282;EAST JAVA;2003;-0.042954445;21.021.495;18.332.213;87.858.343;98.164.148;66.836.848;98.593.693;23.586.466;39.001.086
283;EAST JAVA;2004;-0.027424812;0.83908176;19254.65;76.891.203;98.655.081;68.500.385;98.929.329;-1.096.714;49.092.813
284;EAST JAVA;2005;-0.014874458;1.622.242;20.260.998;85.129.566;99.164.534;68.907.146;99.313.278;0.82383662;50.945.115
285;EAST JAVA;2006;-0.0010328293;13.797.007;21.437.764;81.855.154;9.972.909;68.058.147;99.739.418;-0.32744202;56.456.304
286;EAST JAVA;2007;0.006611824;0.18080187;22.620.775;67.924.652;10.026.624;66.116.633;10.020.012;-13.930.497;53.714.743
287;EAST JAVA;2008;0.010166168;0.085818291;23.835.518;64.242.001;10.078.932;63.383.818;10.068.766;-0.36826515;52.307.987
288;EAST JAVA;2009;0.0031995773;-0.93636131;24.901.881;50.815.377;10.122.699;6.017.899;10.119.499;-13.426.625;43.766.537
289;EAST JAVA;2010;0.010787964;-14.379.025;26.433.686;4.245.101;10.182.394;56.830.034;10.171.606;-0.83643687;59.695.878
290;EAST JAVA;2011;0.010583878;0.025357246;27.864.256;53.824.754;102.351;53.571.181;10.224.516;11.373.748;52.705.541
291;EAST JAVA;2012;0.014667511;-0.9406271;29.508.404;41.086.617;1.029.243;50.492.887;10.277.762;-12.738.141;57.330.356
292;EAST JAVA;2013;0.013717651;-0.46906996;31.092.035;42.997.432;10.344.707;47.688.131;10.330.989;0.19108169;52.276.583
293;EAST JAVA;2014;0.011252403;-0.32952881;32.703.391;41.860.552;10.395.234;4.515.584;10.383.982;-0.11368816;50.527.067
294;EAST JAVA;2015;0.0054111481;0.18828344;34.271.809;44.730.864;10.442.079;42.848.029;10.436.667;0.28703141;46.844.406
295;EAST JAVA;2016;0.0013780594;0.14162445;35.970.711;4.21;1.049.046;40.683.756;10.489.082;-0.26308641;48.381.844
296;EAST JAVA;2017;-0.0033636093;0.14462447;37.720.422;40.047.159;10.537.957;38.600.914;10.541.321;-0.2052843;47.496.595
297;EAST JAVA;2018;-0.0072078705;0.33484435;39.587.922;3.99;10.586.279;36.551.557;10.593.487;-0.0147157;4.832.243
298;EAST KALIMANTAN;1986;0.074948311;13.753.316;125445.96;48.009.863;11.739.631;34.256.546;11.664.682;;
299;EAST KALIMANTAN;1987;0.023314476;0.25482821;119990.66;38.670.216;11.695.169;36.121.933;11.671.855;-0.93396455;-44.461.131
300;EAST KALIMANTAN;1988;-0.029931068;0.71334982;114673.73;4.525.835;11.649.846;38.124.852;11.679.777;0.65881336;-45.323.024
301;EAST KALIMANTAN;1989;-0.058670998;-0.92855167;112505.91;31.142.807;11.630.761;40.428.324;11.689.432;-14.115.542;-19.085.146
302;EAST KALIMANTAN;1990;-0.05055809;-10.933.652;114799.65;3.233.304;11.650.944;43.266.692;11.701.502;0.1190233;20.182.691
303;EAST KALIMANTAN;1991;-0.033014297;-11.508.102;118547.54;35.273.352;11.683.069;46.781.454;11.716.084;0.29403111;32.125.614
304;EAST KALIMANTAN;1992;-0.012846947;-0.50396395;122997.87;45.965.137;11.719.922;51.004.777;11.732.769;10.691.786;36.852.956
305;EAST KALIMANTAN;1993;-0.033390045;-16.067.226;122691.4;39.786.503;11.717.427;55.853.729;11.750.817;-0.61786354;-0.24947569
306;EAST KALIMANTAN;1994;0.0087223053;12.199.841;130363.91;73.394.842;11.778.085;61.195.002;11.769.362;33.608.339;60.657.635
307;EAST KALIMANTAN;1995;0.0069704056;0.79484463;132478.2;74.683.042;11.794.173;66.734.595;11.787.203;0.12881978;16.088.225
308;EAST KALIMANTAN;1996;0.04444313;0.36707115;139757.94;75.971.236;11.847.667;72.300.525;11.803.224;0.12881978;5.349.381
309;EAST KALIMANTAN;1997;0.04876709;-0.93461227;142222.31;68.454.151;11.865.147;77.800.274;1.181.638;-0.75170845;1.747.944
310;EAST KALIMANTAN;1998;0.0070962906;0.1276474;137746.25;84.454.527;11.833.169;83.178.053;11.826.073;16.000.378;-31.978.126
311;EAST KALIMANTAN;1999;0.01655674;21.592.379;139908.7;10.987.698;11.848.745;88.284.597;11.832.189;25.422.447;15.576.808
312;EAST KALIMANTAN;2000;0.032570839;-0.41374493;142522.77;88.845.959;11.867.257;92.983.408;11.834.686;-21.031.015;18.511.653
313;EAST KALIMANTAN;2001;0.034455299;-29.256.616;142649.42;68.097.291;11.868.145;97.353.907;1.183.369;-2.074.867;0.088828199
314;EAST KALIMANTAN;2002;0.012760162;16.153.812;139025;11.758.797;11.842.409;10.143.415;11.829.649;49.490.671;-25.736.237
315;EAST KALIMANTAN;2003;-0.0023612976;-0.81079197;136079.98;96.861.715;11.820.998;10.496.964;11.823.359;-20.726.252;-21.410.899
316;EAST KALIMANTAN;2004;-0.015693665;-0.40005112;133258.61;10.386.686;11.800.047;10.786.737;11.815.741;0.70051467;-20.951.159
317;EAST KALIMANTAN;2005;-0.012976646;0.17644024;132550.19;11.171.771;11.794.717;10.995.331;11.807.693;0.7850852;-0.53303528
318;EAST KALIMANTAN;2006;-0.018936157;23.336.334;130747.23;13.434.973;11.781.021;11.101.339;11.799.957;22.632.017;-13.695.459
319;EAST KALIMANTAN;2007;-0.034889221;0.98137474;127804.28;12.066.495;11.758.255;1.108.512;11.793.144;-13.684.781;-22.765.837
320;EAST KALIMANTAN;2008;-0.019618034;0.15620327;129063.52;11.106.571;1.176.806;10.950.368;11.787.678;-0.95992386;0.98046637
321;EAST KALIMANTAN;2009;-0.037540436;0.11927986;126258.79;10.829.872;11.746.089;10.710.592;11.783.629;-0.27669865;-21.971.021
322;EAST KALIMANTAN;2010;-0.021760941;-0.27703857;127914.51;10.103.825;11.759.117;10.380.863;11.780.878;-0.72604775;13.028.429
323;EAST KALIMANTAN;2011;0.0086517334;14.556.742;131607.09;11.433.117;11.787.576;99.774.427;11.778.924;13.292.929;28.458.781
324;EAST KALIMANTAN;2012;0.035270691;-0.49384689;134904.7;90.199.785;11.812.324;95.138.254;11.777.053;-24.131.389;24.747.722
325;EAST KALIMANTAN;2013;0.035335541;-10.711.718;134587.55;79.468.889;1.180.997;90.180.607;11.774.634;-10.730.897;-0.23537187
326;EAST KALIMANTAN;2014;0.027359009;-11.331.673;133086.11;73.800.926;11.798.752;85.132.599;11.771.393;-0.566796;-11.218.549
327;EAST KALIMANTAN;2015;-0.0029172897;-0.50713348;128603.13;75.046.883;11.764.486;80.118.217;11.767.404;0.12459549;-34.265.211
328;EAST KALIMANTAN;2016;-0.023679733;0.43518543;125409.43;79.499.998;11.739.339;75.148.144;11.763.019;0.44531175;-25.147.326
329;EAST KALIMANTAN;2017;-0.0093374252;-0.11240435;126654.72;69.058.299;1.174.922;70.182.343;11.758.557;-104.417;0.98808193
330;EAST KALIMANTAN;2018;0.00089931488;0.077569962;127389.56;65.999.999;11.755.005;65.224.299;11.754.106;-0.30582997;0.57851493
331;EAST NUSA TENGGARA;1986;0.027044296;0.41230124;41.814.409;0.9908731;83.384.113;0.57857186;8.311.367;;
332;EAST NUSA TENGGARA;1987;0.002166748;0.13568449;42.662.305;0.80459934;83.584.862;0.66891485;83.563.194;-0.18627372;2.007.479
333;EAST NUSA TENGGARA;1988;-0.021316528;0.083654881;43.599.937;0.84703571;83.802.261;0.76338083;84.015.427;0.042436339;21.739.872
334;EAST NUSA TENGGARA;1989;-0.03092289;0.0096490979;45.206.191;0.8770988;84.164.047;0.8674497;84.473.276;0.030063083;36.178.436
335;EAST NUSA TENGGARA;1990;-0.027441978;-0.33438981;47.519.609;0.65304804;84.663.124;0.98743784;84.937.544;-0.22405078;49.908.371
336;EAST NUSA TENGGARA;1991;-0.029430389;-0.30634111;49.699.326;0.82341701;85.111.618;11.297.581;85.405.922;0.170369;44.848.928
337;EAST NUSA TENGGARA;1992;-0.022019386;-0.028905749;52.465.059;12.685.739;85.653.172;12.974.796;85.873.365;0.44515684;54.156.036
338;EAST NUSA TENGGARA;1993;0.0017213821;-0.3012898;56.246.265;11.893.181;86.349.096;14.906.079;86.331.882;-0.079255797;69.592.199
339;EAST NUSA TENGGARA;1994;0.020367622;-0.21373367;59.879.043;14.951.258;86.974.964;17.088.594;86.771.288;0.30580774;62.586.994
340;EAST NUSA TENGGARA;1995;0.046582222;-0.10913491;64.043.838;1.839.803;87.647.381;19.489.379;87.181.559;0.34467721;67.241.182
341;EAST NUSA TENGGARA;1996;0.069536209;-0.020929337;68.022.354;21.844.802;88.250.065;22.054.095;87.554.703;0.34467721;60.268.617
342;EAST NUSA TENGGARA;1997;0.072484016;-0.064789057;70.531.138;24.069.602;88.612.242;24.717.493;87.887.402;0.22248012;36.217.878
343;EAST NUSA TENGGARA;1998;-0.0028591156;-0.10225892;67.376.665;26.389.639;88.154.688;27.412.229;88.183.279;0.2320035;-45.755.553
344;EAST NUSA TENGGARA;1999;-0.020578384;-0.08093667;68.004.536;29.255.114;88.247.442;3.006.448;88.453.226;0.2865476;0.92757046
345;EAST NUSA TENGGARA;2000;-0.022631645;-0.80261421;69.614.985;24.564.059;88.481.503;32.590.201;88.707.819;-0.46910566;23.405.414
346;EAST NUSA TENGGARA;2001;-0.019042015;0.76663017;71.618.149;42.563.548;88.765.182;34.897.246;88.955.603;1.799.949;28.368.654
347;EAST NUSA TENGGARA;2002;-0.013667107;0.6645205;73.806.533;43.458.419;89.066.172;36.813.214;89.202.843;0.089487061;30.098.755
348;EAST NUSA TENGGARA;2003;-0.011539459;0.19819045;75.844.116;40.224.266;89.338.503;38.242.362;89.453.897;-0.32341507;27.232.885
349;EAST NUSA TENGGARA;2004;-0.0027208328;0.56365037;7.851.478;44.791.908;89.684.572;39.155.405;89.711.781;0.45676383;34.606.731
350;EAST NUSA TENGGARA;2005;-0.012424469;0.86857152;79.857.031;48.228.588;89.854.078;39.542.873;89.978.323;0.34366825;1.695.105
351;EAST NUSA TENGGARA;2006;-0.0073575974;-0.29543352;82.515.264;36.497.324;90.181.532;39.451.659;90.255.108;-11.731.266;32.745.383
352;EAST NUSA TENGGARA;2007;-0.002404213;-0.17796326;85.342.432;37.235.887;90.518.417;3.901.552;90.542.459;0.073856406;3.368.845
353;EAST NUSA TENGGARA;2008;-0.0011711121;-0.10442352;88.028.145;37.294.426;90.828.266;38.338.661;90.839.977;0.0058538374;30.984.821
354;EAST NUSA TENGGARA;2009;-0.005821228;0.22213507;9.035.168;39.728.851;910.888;37.507.501;91.147.013;0.24344251;26.053.016
355;EAST NUSA TENGGARA;2010;-0.0019445419;-0.32306099;93.612.783;33.367.395;91.443.367;36.598.005;91.462.812;-0.63614553;35.457.401
356;EAST NUSA TENGGARA;2011;-0.001209259;-0.45729136;96.758.877;31.135.447;9.177.392;35.708.361;91.786.013;-0.2231949;33.055.091
357;EAST NUSA TENGGARA;2012;0.0019245148;-0.45099688;10.030.981;30.394.478;92.134.342;34.904.447;92.115.097;-0.074096851;3.604.151
358;EAST NUSA TENGGARA;2013;0.0044107437;-0.17197704;10.396.757;32.486.641;92.492.495;34.206.412;92.448.387;0.20921634;35.815.413
359;EAST NUSA TENGGARA;2014;0.0035037994;-0.10144353;10742.32;32.574.871;92.819.462;33.589.306;92.784.424;0.0088228416;32.697.172
360;EAST NUSA TENGGARA;2015;0.0013933182;0.53148794;11087.91;38.325.858;9.313.611;33.010.979;93.122.177;0.57509881;31.664.245
361;EAST NUSA TENGGARA;2016;0.0017442703;0.0080862045;11474.04;3.25;93.478.422;32.419.138;93.460.979;-0.58258575;34.231.768
362;EAST NUSA TENGGARA;2017;0.0021848679;0.093267202;11875.26;32.747.314;93.822.126;31.814.642;93.800.278;0.024731314;34.370.153
363;EAST NUSA TENGGARA;2018;0.0014381409;-0.10991549;12276.12;3.01;9.415.411;31.199.155;94.139.729;-0.26473132;33.198.667
364;GORONTALO;1986;0.01345253;0.52055657;4.687.228;0.0043115518;84.525.967;-0.51624501;84.391.441;;
365;GORONTALO;1987;-0.010198593;0.48731452;48.724.912;0.41535753;84.913.607;-0.071957;85.015.593;0.41104597;38.764
366;GORONTALO;1988;-0.019129753;0.02659443;51.408.774;0.404131;85.449.791;0.37753657;85.641.088;-0.011226535;53.618.431
367;GORONTALO;1989;-0.040205956;0.71056443;53.594.648;15.528.789;85.866.194;0.84231442;86.268.253;11.487.479;41.640.282
368;GORONTALO;1990;-0.025422096;-11.429.751;5.791.394;0.18974601;86.641.283;13.327.211;86.895.504;-13.631.328;77.508.926
369;GORONTALO;1991;-0.013625145;-14.196.476;62.360.186;0.44655955;87.380.972;18.662.071;87.517.223;0.25681356;73.968.887
370;GORONTALO;1992;-0.0011940002;-0.80437827;67.098.555;16.444.147;88.113.327;24.487.929;88.125.267;11.978.551;73.235.512
371;GORONTALO;1993;0.020112991;-10.855.119;72.671.953;19.867.907;88.911.257;30.723.026;88.710.127;0.34237599;79.792.976
372;GORONTALO;1994;0.025134087;17.042.072;77.183.062;54.247.236;89.513.502;37.205.164;89.262.161;3.437.933;60.224.533
373;GORONTALO;1995;0.043639183;15.013.766;82.751.738;58.677.359;90.210.152;43.663.592;8.977.376;0.44301224;69.664.955
374;GORONTALO;1996;0.073827744;13.109.484;89.356.836;63.107.476;90.978.079;49.997.993;90.239.801;0.44301176;76.792.717
375;GORONTALO;1997;0.072008133;-0.57064152;93.018.008;50.551.748;91.379.633;56.258.163;90.659.552;-12.555.728;40.155.411
376;GORONTALO;1998;-0.003991127;-38.024.197;89.550.566;24.600.821;90.999.737;62.625.017;91.039.648;-25.950.928;-37.989.616
377;GORONTALO;1999;0.0016307831;-21.433.778;93.303.203;4.778.861;91.410.246;69.222.388;91.393.938;2.318.779;41.050.911
378;GORONTALO;2000;-0.029523849;-18.642.673;93.586.855;57.151.208;91.440.601;75.793.881;9.173.584;0.93625975;0.30355453
379;GORONTALO;2001;-0.034132957;-0.41004992;96.408.564;77.768.254;91.737.652;81.868.753;92.078.981;20.617.044;29.705.048
380;GORONTALO;2002;-0.030783653;44.957.371;10.022.791;13.174.722;92.126.169;86.789.846;92.434.006;53.978.968;38.851.738
381;GORONTALO;2003;-0.024820328;11.804.991;10.467.126;10.166.397;92.559.948;8.985.898;92.808.151;-30.083.249;43.377.876
382;GORONTALO;2004;-0.020196915;32.104.254;10.941.965;12.293.182;93.003.607;9.082.757;93.205.576;21.267.858;44.365.883
383;GORONTALO;2005;-0.01515007;50.819.845;11.471.773;14.038.489;93.476.448;89.565.048;93.627.949;17.453.063;47.284.126
384;GORONTALO;2006;-0.010996819;-10.062.394;12.046.118;76.199.536;93.964.977;8.626.193;94.074.945;-64.185.352;48.852.921
385;GORONTALO;2007;-0.0067443848;-10.010.419;12.679.303;71.606.479;94.477.262;81.616.898;94.544.706;-0.45930552;51.228.523
386;GORONTALO;2008;-0.0017366409;-19.733.148;13.382.322;56.494.884;95.016.899;76.228.032;95.034.266;-15.111.595;53.963.661
387;GORONTALO;2009;0.000065803528;-1.168.375;14.101.912;58.909.535;95.540.657;70.593.286;95.539.999;0.24146475;52.375.793
388;GORONTALO;2010;0.0018415451;-13.374.634;14.878.177;51.638.665;96.076.508;65.013.299;96.058.092;-0.7270866;53.585.052
389;GORONTALO;2011;0.0021533966;0.77279043;15.687.653;67.399.774;96.606.293;59.671.869;96.584.759;15.761.106;52.978.516
390;GORONTALO;2012;0.0085439682;-0.99054909;16.650.266;44.713.554;97.201.815;54.619.045;97.116.375;-22.686.219;59.552.193
391;GORONTALO;2013;0.012918472;-0.84565496;17.639.111;41.525.607;9.777.874;49.982.157;97.649.555;-0.31879479;57.692.528
392;GORONTALO;2014;0.013949394;-0.39561605;18.622.443;41.833.315;98.321.228;45.789.475;98.181.734;0.030770864;5.424.881
393;GORONTALO;2015;0.0056743622;0.45613575;19.474.137;46.546.078;98.768.425;4.198.472;98.711.681;0.47127622;44.719.696
394;GORONTALO;2016;0.00069999695;-10.872.025;20.427.822;2.76;99.246.531;38.472.025;99.239.531;-18.946.077;47.810.555
395;GORONTALO;2017;-0.0017213821;0.76090884;21.480.016;42.810.249;99.748.783;35.201.161;99.765.997;15.210.251;50.225.258
396;GORONTALO;2018;-0.0060787201;0.82868385;22541.35;40.300.002;10.023.107;32.013.164;10.029.185;-0.25102511;48.228.369
